LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,WS50M,TS,PS,PRECTOT,QV2M
44.25251,38.83211,2005,02,10,              2.68,    6.22,    1.73,  101.24,    0.36,    2.86
44.25251,38.83211,2005,02,11,              1.61,    2.48,    2.02,  101.08,    2.59,    2.90
44.25251,38.83211,2005,02,12,              2.84,    3.03,    2.49,  100.84,    4.98,    2.99
44.25251,38.83211,2005,02,13,              1.74,    8.41,    4.52,  100.31,    1.50,    3.83
44.25251,38.83211,2005,02,14,              1.78,   12.64,    6.47,  100.09,    0.42,    4.11
44.25251,38.83211,2005,02,15,              2.73,    6.37,    7.90,  100.40,    0.01,    5.25
44.25251,38.83211,2005,02,16,              2.45,    8.66,    8.16,  100.26,    0.01,    5.49
44.25251,38.83211,2005,02,17,              1.57,    8.39,    9.16,  100.01,    0.33,    6.02
44.25251,38.83211,2005,02,18,              0.80,    6.43,    8.56,   99.71,    2.11,    6.52
44.25251,38.83211,2005,02,19,              1.98,    4.35,    7.07,   99.69,    6.81,    5.39
44.25251,38.83211,2005,02,20,              1.75,    2.42,    5.67,   99.60,    2.85,    4.85
44.25251,38.83211,2005,02,21,              2.04,    2.31,    5.67,  100.09,   10.34,    4.66
44.25251,38.83211,2005,02,22,              2.82,    3.39,    6.90,  100.77,    1.50,    4.86
44.25251,38.83211,2005,02,23,              4.07,    4.89,    6.65,  100.85,    0.00,    4.64
44.25251,38.83211,2005,02,24,              3.10,    4.42,    6.08,  100.34,    0.09,    4.27
44.25251,38.83211,2005,02,25,              1.33,    5.37,    7.29,  100.14,    2.12,    5.65
44.25251,38.83211,2005,02,26,              2.14,    6.47,    8.92,   99.87,    2.07,    6.41
44.25251,38.83211,2005,02,27,              0.86,    9.77,    8.93,   98.85,    2.93,    6.72
44.25251,38.83211,2005,02,28,              1.77,    8.21,    7.22,   98.74,    9.10,    5.10
44.25251,38.83211,2005,03,01,              1.73,    5.17,    3.93,   99.79,    5.45,    3.11
44.25251,38.83211,2005,03,02,              1.04,    9.45,    3.86,   99.80,    5.96,    3.62
44.25251,38.83211,2005,03,03,              0.95,    4.66,    4.82,   99.26,   36.81,    4.57
44.25251,38.83211,2005,03,04,              1.20,    3.94,    3.94,  100.15,   13.78,    3.85
44.25251,38.83211,2005,03,05,              2.61,    4.16,    3.22,  100.59,    0.30,    3.86
44.25251,38.83211,2005,03,06,              1.16,    9.37,    6.24,   99.47,    0.56,    5.39
44.25251,38.83211,2005,03,07,              3.11,    5.31,    8.20,   99.76,    7.32,    6.57
44.25251,38.83211,2005,03,08,              1.65,    3.50,    7.83,   99.06,   10.32,    6.33
44.25251,38.83211,2005,03,09,              2.25,    6.56,    5.67,   99.34,   23.09,    4.45
44.25251,38.83211,2005,03,10,              3.73,    2.85,    4.29,   99.90,    1.26,    3.51
44.25251,38.83211,2005,03,11,              4.02,    4.46,    3.83,  100.03,    1.18,    3.41
44.25251,38.83211,2005,03,12,              2.58,    5.73,    4.04,  100.31,    0.82,    3.54
44.25251,38.83211,2005,03,13,              4.58,    9.62,    6.61,  100.41,    0.00,    5.03
44.25251,38.83211,2005,03,14,              1.91,    5.40,    6.52,  100.62,    1.58,    5.30
44.25251,38.83211,2005,03,15,              5.10,    3.43,    5.32,  101.15,    0.15,    3.64
44.25251,38.83211,2005,03,16,              3.08,    2.64,    5.77,  101.03,    1.22,    4.03
44.25251,38.83211,2005,03,17,              1.97,    5.48,    5.61,  101.08,    3.32,    4.61
44.25251,38.83211,2005,03,18,              1.38,   10.06,    7.41,  100.06,    5.43,    5.83
44.25251,38.83211,2005,03,19,              0.75,    7.43,    7.03,   99.09,   33.61,    5.88
44.25251,38.83211,2005,03,20,              4.14,    6.43,    3.06,  100.11,    2.55,    2.98
44.25251,38.83211,2005,03,21,              3.04,    5.05,    3.36,  100.66,    3.86,    3.24
44.25251,38.83211,2005,03,22,              4.00,    3.83,    3.95,  100.75,    1.72,    3.35
44.25251,38.83211,2005,03,23,              2.59,    4.08,    3.55,  100.80,    4.96,    3.02
44.25251,38.83211,2005,03,24,              3.18,    4.51,    3.62,  100.71,    7.27,    3.13
44.25251,38.83211,2005,03,25,              4.65,    4.58,    3.27,  101.06,    0.04,    2.83
44.25251,38.83211,2005,03,26,              4.27,    6.30,    4.69,  100.70,    0.04,    3.68
44.25251,38.83211,2005,03,27,              3.94,    3.13,    6.66,  100.25,    0.02,    4.61
44.25251,38.83211,2005,03,28,              2.50,    5.23,    8.29,   99.85,    9.52,    5.96
44.25251,38.83211,2005,03,29,              1.64,    6.03,    6.91,   99.54,   26.00,    5.86
44.25251,38.83211,2005,03,30,              4.19,    6.12,    5.16,  100.23,    3.72,    4.22
44.25251,38.83211,2005,03,31,              3.13,    6.53,    5.59,  100.50,    0.08,    4.23
44.25251,38.83211,2005,04,01,              3.53,   11.43,    4.75,  100.25,    0.86,    3.88
44.25251,38.83211,2005,04,02,              3.72,   11.03,    5.30,  100.36,    0.48,    3.98
44.25251,38.83211,2005,04,03,              2.63,    7.46,    5.19,  100.50,    2.36,    4.08
44.25251,38.83211,2005,04,04,              6.18,    6.03,    5.52,  101.25,    0.02,    3.89
44.25251,38.83211,2005,04,05,              4.99,    2.87,    7.11,  101.80,    0.00,    4.42
44.25251,38.83211,2005,04,06,              5.63,    2.43,    8.23,  101.54,    0.00,    5.07
44.25251,38.83211,2005,04,07,              5.73,    1.75,    9.04,  101.15,    0.00,    5.55
44.25251,38.83211,2005,04,08,              5.27,    2.25,   10.30,  100.53,    0.00,    5.63
44.25251,38.83211,2005,04,09,              4.98,    3.47,   10.80,  100.23,    0.00,    6.20
44.25251,38.83211,2005,04,10,              5.30,    1.84,   11.63,  100.42,    0.00,    6.33
44.25251,38.83211,2005,04,11,              5.71,    1.33,   11.89,  100.59,    0.00,    6.43
44.25251,38.83211,2005,04,12,              5.61,    1.54,   12.83,  100.46,    0.00,    6.84
44.25251,38.83211,2005,04,13,              6.01,    4.30,   14.16,   99.91,    0.01,    7.93
44.25251,38.83211,2005,04,14,              4.77,    6.04,   12.51,   99.42,    0.22,    7.93
44.25251,38.83211,2005,04,15,              3.67,    4.10,   11.20,   99.43,    1.31,    7.61
44.25251,38.83211,2005,04,16,              4.01,    5.16,   11.04,   99.62,    2.75,    7.41
44.25251,38.83211,2005,04,17,              3.42,    6.77,   10.83,   99.58,    2.33,    7.62
44.25251,38.83211,2005,04,18,              3.04,    7.79,   12.22,   99.24,    0.27,    7.92
44.25251,38.83211,2005,04,19,              2.78,    8.84,   11.70,   99.05,   12.79,    8.11
44.25251,38.83211,2005,04,20,              3.89,    7.79,   10.83,   99.87,    8.91,    7.36
44.25251,38.83211,2005,04,21,              6.94,    3.96,   12.51,  100.16,    0.00,    6.98
44.25251,38.83211,2005,04,22,              3.60,    4.56,   13.52,   99.74,    0.12,    7.90
44.25251,38.83211,2005,04,23,              2.78,    3.94,   12.30,  100.02,   13.47,    8.03
44.25251,38.83211,2005,04,24,              4.41,    4.71,   10.18,  100.79,   23.51,    6.11
44.25251,38.83211,2005,04,25,              5.72,    5.38,   11.17,  100.81,    0.01,    6.60
44.25251,38.83211,2005,04,26,              6.75,    2.35,   12.71,  100.38,    0.01,    7.39
44.25251,38.83211,2005,04,27,              6.77,    1.87,   12.98,   99.83,    0.01,    7.63
44.25251,38.83211,2005,04,28,              1.78,    3.81,   12.15,   99.90,    1.39,    7.68
44.25251,38.83211,2005,04,29,              2.66,    5.79,   11.74,   99.76,    6.58,    7.46
44.25251,38.83211,2005,04,30,              3.61,    2.88,   12.62,   99.36,    6.15,    7.49
44.25251,38.83211,2005,05,01,              4.79,    6.28,   11.19,   99.85,    6.90,    6.81
44.25251,38.83211,2005,05,02,              4.20,    2.68,   11.69,  100.07,    0.24,    6.71
44.25251,38.83211,2005,05,03,              3.26,    3.67,   11.65,   99.65,    2.55,    7.05
44.25251,38.83211,2005,05,04,              3.66,    4.20,   12.08,   99.59,    4.60,    7.70
44.25251,38.83211,2005,05,05,              6.81,    3.16,   13.19,   99.66,    2.48,    7.57
44.25251,38.83211,2005,05,06,              3.37,    4.07,   13.49,   99.57,    0.03,    8.03
44.25251,38.83211,2005,05,07,              5.04,    5.89,   14.69,   99.48,    0.38,    8.67
44.25251,38.83211,2005,05,08,              5.86,    5.78,   15.90,   99.22,    0.19,    9.57
44.25251,38.83211,2005,05,09,              4.23,    3.96,   13.42,  100.11,    5.98,    8.13
44.25251,38.83211,2005,05,10,              7.68,    2.38,   14.33,  100.53,    0.00,    7.66
44.25251,38.83211,2005,05,11,              7.72,    3.58,   15.91,  100.36,    0.00,    8.72
44.25251,38.83211,2005,05,12,              5.79,    3.00,   16.55,  100.12,    0.02,   10.10
44.25251,38.83211,2005,05,13,              1.26,    3.52,   15.75,  100.31,   12.83,    9.67
44.25251,38.83211,2005,05,14,              5.46,    6.16,   14.46,  100.64,    4.61,    7.78
44.25251,38.83211,2005,05,15,              7.81,    5.74,   14.50,  100.68,    0.00,    7.35
44.25251,38.83211,2005,05,16,              7.08,    4.71,   15.16,  100.44,    0.00,    8.20
44.25251,38.83211,2005,05,17,              7.00,    2.99,   15.94,  100.56,    0.01,    8.94
44.25251,38.83211,2005,05,18,              7.87,    3.04,   16.77,  100.59,    0.00,    9.73
44.25251,38.83211,2005,05,19,              8.17,    2.46,   17.69,  100.15,    0.01,   10.49
44.25251,38.83211,2005,05,20,              7.46,    2.65,   18.60,   99.99,    0.00,   11.26
44.25251,38.83211,2005,05,21,              7.43,    2.52,   19.77,   99.88,    0.05,   11.99
44.25251,38.83211,2005,05,22,              6.66,    3.05,   20.52,   99.74,    0.02,   12.61
44.25251,38.83211,2005,05,23,              7.06,    2.45,   20.47,   99.82,    0.24,   12.78
44.25251,38.83211,2005,05,24,              4.71,    2.91,   20.22,   99.82,    0.14,   12.60
44.25251,38.83211,2005,05,25,              4.59,    2.10,   19.65,   99.67,    8.01,   12.43
44.25251,38.83211,2005,05,26,              5.17,    1.06,   19.18,   99.83,    1.76,   11.80
44.25251,38.83211,2005,05,27,              4.49,    0.95,   19.74,  100.06,    2.08,   11.95
44.25251,38.83211,2005,05,28,              7.06,    3.37,   20.37,  100.04,    0.32,   12.69
44.25251,38.83211,2005,05,29,              7.23,    4.68,   21.47,   99.85,    0.64,   13.57
44.25251,38.83211,2005,05,30,              7.81,    2.67,   21.47,   99.88,    0.16,   13.50
44.25251,38.83211,2005,05,31,              6.45,    2.17,   21.20,   99.68,    0.32,   13.65
44.25251,38.83211,2005,06,01,              6.72,    1.98,   20.78,   99.33,    0.44,   13.25
44.25251,38.83211,2005,06,02,              2.96,    5.66,   19.19,   99.44,   11.64,   12.33
44.25251,38.83211,2005,06,03,              6.69,    4.17,   17.74,  100.36,    0.03,    8.40
44.25251,38.83211,2005,06,04,              8.04,    5.00,   17.38,  100.52,    0.01,    7.90
44.25251,38.83211,2005,06,05,              7.98,    5.13,   18.17,  100.36,    0.00,    9.34
44.25251,38.83211,2005,06,06,              6.85,    4.60,   18.29,  100.08,    0.05,   10.28
44.25251,38.83211,2005,06,07,              6.66,    2.44,   18.90,  100.34,    0.03,   10.42
44.25251,38.83211,2005,06,08,              8.49,    2.08,   19.70,  100.19,    0.00,   10.15
44.25251,38.83211,2005,06,09,              8.60,    3.62,   21.25,   99.77,    0.00,   12.23
44.25251,38.83211,2005,06,10,              8.34,    3.54,   21.04,   99.55,    0.00,   13.22
44.25251,38.83211,2005,06,11,              5.84,    3.00,   20.82,   99.36,    0.14,   12.97
44.25251,38.83211,2005,06,12,              7.30,    5.48,   19.57,   99.99,    0.54,   10.34
44.25251,38.83211,2005,06,13,              8.00,    4.20,   19.70,  100.14,    0.00,    9.33
44.25251,38.83211,2005,06,14,              8.08,    4.29,   20.37,  100.07,    0.00,   10.63
44.25251,38.83211,2005,06,15,              5.87,    3.07,   20.92,  100.02,    0.09,   11.44
44.25251,38.83211,2005,06,16,              6.38,    3.38,   20.31,   99.98,   10.24,   11.80
44.25251,38.83211,2005,06,17,              6.39,    4.43,   19.86,  100.22,   19.04,   12.20
44.25251,38.83211,2005,06,18,              7.39,    4.26,   20.19,  100.06,    0.08,   11.66
44.25251,38.83211,2005,06,19,              3.01,    7.92,   19.70,   99.17,   14.34,   11.86
44.25251,38.83211,2005,06,20,              6.01,    5.57,   18.97,   99.17,    8.41,   10.93
44.25251,38.83211,2005,06,21,              4.47,    5.13,   18.33,   99.36,   13.16,   10.25
44.25251,38.83211,2005,06,22,              5.99,    5.66,   17.95,   99.74,    4.48,    8.71
44.25251,38.83211,2005,06,23,              6.85,    4.90,   18.30,  100.37,   12.83,    9.80
44.25251,38.83211,2005,06,24,              8.03,    3.98,   19.39,  100.22,    0.01,   10.03
44.25251,38.83211,2005,06,25,              7.75,    4.81,   19.79,  100.06,    0.00,   10.43
44.25251,38.83211,2005,06,26,              8.10,    4.33,   20.45,  100.01,    0.00,   10.63
44.25251,38.83211,2005,06,27,              7.26,    3.47,   20.62,   99.87,    0.01,   11.60
44.25251,38.83211,2005,06,28,              5.58,    3.59,   20.09,   99.65,    0.75,   12.04
44.25251,38.83211,2005,06,29,              7.28,    2.69,   20.38,   99.54,    0.00,   10.74
44.25251,38.83211,2005,06,30,              8.47,    3.52,   20.66,   99.64,    0.00,   10.50
44.25251,38.83211,2005,07,01,              8.16,    2.25,   20.81,   99.66,    0.00,   10.55
44.25251,38.83211,2005,07,02,              7.87,    2.67,   22.83,   99.56,    0.00,   12.61
44.25251,38.83211,2005,07,03,              8.17,    2.87,   23.99,   99.13,    0.04,   14.62
44.25251,38.83211,2005,07,04,              8.52,    2.08,   25.08,   98.67,    0.01,   14.42
44.25251,38.83211,2005,07,05,              2.39,    3.76,   23.62,   98.66,    8.52,   15.40
44.25251,38.83211,2005,07,06,              6.38,    4.88,   22.00,   99.36,    1.78,   12.10
44.25251,38.83211,2005,07,07,              8.13,    3.39,   22.06,   99.87,    0.04,   11.51
44.25251,38.83211,2005,07,08,              8.27,    3.14,   23.41,  100.00,    0.01,   11.83
44.25251,38.83211,2005,07,09,              8.47,    4.60,   24.08,  100.06,    0.00,   12.51
44.25251,38.83211,2005,07,10,              8.18,    3.91,   24.27,   99.99,    0.00,   12.68
44.25251,38.83211,2005,07,11,              7.28,    3.54,   24.59,  100.06,    0.05,   13.48
44.25251,38.83211,2005,07,12,              8.11,    5.76,   24.08,  100.08,    0.06,   12.59
44.25251,38.83211,2005,07,13,              8.36,    4.24,   24.22,   99.57,    0.00,   12.21
44.25251,38.83211,2005,07,14,              7.68,    3.09,   24.39,   99.32,    0.12,   12.30
44.25251,38.83211,2005,07,15,              6.40,    2.50,   25.06,   99.36,    0.21,   13.29
44.25251,38.83211,2005,07,16,              0.78,    2.65,   23.86,   99.21,    6.59,   14.62
44.25251,38.83211,2005,07,17,              3.63,    4.98,   22.21,   99.56,   23.40,   13.96
44.25251,38.83211,2005,07,18,              6.88,    3.79,   23.17,   99.88,    0.79,   13.87
44.25251,38.83211,2005,07,19,              6.38,    3.04,   23.02,  100.19,    1.65,   13.93
44.25251,38.83211,2005,07,20,              6.83,    2.30,   23.99,  100.07,    0.00,   13.45
44.25251,38.83211,2005,07,21,              6.49,    2.75,   23.91,   99.72,    0.02,   13.67
44.25251,38.83211,2005,07,22,              7.52,    3.20,   24.54,   99.55,    0.00,   13.17
44.25251,38.83211,2005,07,23,              7.38,    4.98,   25.63,   99.47,    0.00,   12.82
44.25251,38.83211,2005,07,24,              5.93,    3.28,   26.00,   99.32,    0.47,   14.86
44.25251,38.83211,2005,07,25,              5.44,    4.57,   24.74,   99.40,    6.13,   16.34
44.25251,38.83211,2005,07,26,              7.16,    3.77,   24.38,   99.84,    0.60,   13.75
44.25251,38.83211,2005,07,27,              7.63,    4.33,   24.81,  100.11,    0.00,   12.89
44.25251,38.83211,2005,07,28,              7.92,    6.83,   26.12,   99.99,    0.00,   13.37
44.25251,38.83211,2005,07,29,              7.65,    6.32,   26.49,   99.80,    0.00,   13.32
44.25251,38.83211,2005,07,30,              7.96,    5.86,   26.54,   99.60,    0.00,   12.78
44.25251,38.83211,2005,07,31,              7.93,    5.74,   26.71,   99.36,    0.00,   12.41
44.25251,38.83211,2005,08,01,              6.38,    4.82,   26.40,   99.25,    0.01,   13.33
44.25251,38.83211,2005,08,02,              6.52,    6.15,   26.16,   99.25,    0.08,   11.81
44.25251,38.83211,2005,08,03,              5.96,    5.66,   26.53,   99.46,    0.56,   12.23
44.25251,38.83211,2005,08,04,              4.65,    3.41,   26.48,   99.41,    1.55,   13.96
44.25251,38.83211,2005,08,05,              5.81,    2.22,   26.26,   99.33,    0.63,   15.07
44.25251,38.83211,2005,08,06,              6.96,    1.99,   27.17,   99.22,    0.00,   13.81
44.25251,38.83211,2005,08,07,              7.53,    2.73,   28.49,   98.81,    0.00,   15.27
44.25251,38.83211,2005,08,08,              5.86,    4.43,   26.41,   99.23,    3.06,   16.02
44.25251,38.83211,2005,08,09,              6.40,    4.56,   26.94,   99.77,    0.00,   14.24
44.25251,38.83211,2005,08,10,              6.32,    4.97,   26.34,   99.67,    1.28,   14.27
44.25251,38.83211,2005,08,11,              6.34,    5.53,   25.86,   99.70,    0.93,   13.30
44.25251,38.83211,2005,08,12,              6.73,    4.47,   25.46,   99.94,    0.00,   10.56
44.25251,38.83211,2005,08,13,              6.76,    4.15,   25.49,  100.10,    0.00,   11.05
44.25251,38.83211,2005,08,14,              6.69,    2.77,   26.23,   99.92,    0.00,   12.33
44.25251,38.83211,2005,08,15,              6.70,    2.13,   26.89,   99.60,    0.00,   13.95
44.25251,38.83211,2005,08,16,              6.54,    2.33,   28.03,   99.51,    0.00,   14.64
44.25251,38.83211,2005,08,17,              6.58,    3.10,   28.69,   99.38,    0.00,   14.74
44.25251,38.83211,2005,08,18,              6.46,    2.47,   28.01,   99.32,    0.02,   15.75
44.25251,38.83211,2005,08,19,              5.99,    2.61,   27.05,   99.53,    0.70,   17.07
44.25251,38.83211,2005,08,20,              5.57,    3.98,   26.06,   99.46,    1.42,   14.03
44.25251,38.83211,2005,08,21,              2.63,    9.24,   23.71,   99.41,    1.85,    9.41
44.25251,38.83211,2005,08,22,              6.32,    5.61,   24.05,   99.70,    0.30,   10.91
44.25251,38.83211,2005,08,23,              5.90,    2.91,   24.62,   99.68,    3.45,   12.75
44.25251,38.83211,2005,08,24,              6.20,    2.58,   26.01,   99.39,    0.00,   12.47
44.25251,38.83211,2005,08,25,              4.80,    3.85,   26.11,   99.46,    0.08,   13.49
44.25251,38.83211,2005,08,26,              4.60,    2.52,   25.85,   99.80,    0.10,   13.05
44.25251,38.83211,2005,08,27,              6.19,    2.19,   25.91,   99.88,    0.06,   13.57
44.25251,38.83211,2005,08,28,              6.27,    6.89,   24.96,   99.89,    0.01,   12.48
44.25251,38.83211,2005,08,29,              6.36,    5.45,   24.64,  100.17,    0.04,   10.94
44.25251,38.83211,2005,08,30,              5.81,    6.36,   23.74,  100.19,    0.30,    9.22
44.25251,38.83211,2005,08,31,              5.91,    5.04,   24.03,  100.03,    0.00,    9.60
44.25251,38.83211,2005,09,01,              5.46,    4.06,   23.04,   99.72,    0.00,    9.55
44.25251,38.83211,2005,09,02,              6.46,    6.35,   21.98,  100.01,    0.00,    7.26
44.25251,38.83211,2005,09,03,              4.90,    4.49,   21.78,  100.07,    0.00,    7.75
44.25251,38.83211,2005,09,04,              5.42,    6.68,   21.76,   99.98,    0.04,    8.12
44.25251,38.83211,2005,09,05,              6.01,    6.46,   21.31,  100.27,    0.00,    7.89
44.25251,38.83211,2005,09,06,              4.45,    3.41,   20.91,  100.61,    0.01,    8.61
44.25251,38.83211,2005,09,07,              5.79,    4.11,   21.88,  100.56,    0.00,    8.61
44.25251,38.83211,2005,09,08,              5.90,    3.64,   22.85,  100.38,    0.04,    9.79
44.25251,38.83211,2005,09,09,              3.95,    4.36,   22.71,  100.14,    0.88,   10.49
44.25251,38.83211,2005,09,10,              3.30,    3.82,   20.78,   99.79,    8.99,   12.34
44.25251,38.83211,2005,09,11,              3.95,    3.10,   20.76,   99.59,   11.19,   12.00
44.25251,38.83211,2005,09,12,              3.76,    2.93,   20.96,   99.76,   28.39,   12.42
44.25251,38.83211,2005,09,13,              3.63,    3.76,   21.25,  100.17,    1.06,   13.08
44.25251,38.83211,2005,09,14,              5.04,    1.29,   21.31,  100.27,    1.84,   12.20
44.25251,38.83211,2005,09,15,              5.02,    2.50,   21.64,   99.78,    0.23,   11.60
44.25251,38.83211,2005,09,16,              4.92,    2.79,   22.19,   99.51,    0.00,   11.91
44.25251,38.83211,2005,09,17,              2.08,    2.44,   21.57,   99.60,    0.06,   12.65
44.25251,38.83211,2005,09,18,              5.14,    2.78,   22.38,  100.07,    0.01,   11.94
44.25251,38.83211,2005,09,19,              4.39,    2.29,   22.72,  100.23,    0.04,   12.23
44.25251,38.83211,2005,09,20,              4.73,    3.28,   22.81,   99.81,    0.11,   12.22
44.25251,38.83211,2005,09,21,              4.80,    3.09,   22.78,   99.70,    0.04,   12.00
44.25251,38.83211,2005,09,22,              4.67,    2.17,   22.77,   99.82,    0.02,   11.97
44.25251,38.83211,2005,09,23,              4.84,    3.64,   22.55,   99.77,    0.01,   11.65
44.25251,38.83211,2005,09,24,              4.47,    3.62,   21.98,   99.76,    0.77,   11.89
44.25251,38.83211,2005,09,25,              1.41,    2.29,   20.65,   99.89,    2.69,   11.94
44.25251,38.83211,2005,09,26,              3.48,    2.51,   20.86,  100.23,    2.82,   10.97
44.25251,38.83211,2005,09,27,              4.74,    3.08,   20.54,  100.29,    0.07,    9.58
44.25251,38.83211,2005,09,28,              4.62,    1.67,   20.68,  100.19,    0.11,   10.43
44.25251,38.83211,2005,09,29,              3.31,    1.97,   20.23,   99.99,    0.55,   11.09
44.25251,38.83211,2005,09,30,              2.33,    2.62,   20.02,  100.02,    0.72,   11.26
44.25251,38.83211,2005,10,01,              2.62,    2.08,   20.11,  100.39,    2.74,   11.77
44.25251,38.83211,2005,10,02,              4.44,    2.00,   20.10,  100.21,    0.01,   11.17
44.25251,38.83211,2005,10,03,              2.24,    3.69,   20.35,   99.94,    0.91,    9.96
44.25251,38.83211,2005,10,04,              4.15,   10.47,   18.96,  100.18,    0.20,    8.27
44.25251,38.83211,2005,10,05,              4.61,   10.09,   17.28,  100.51,    0.38,    7.01
44.25251,38.83211,2005,10,06,              2.84,    5.88,   16.60,  100.53,    4.48,    7.51
44.25251,38.83211,2005,10,07,              1.86,    5.94,   15.44,  100.99,    0.56,    6.46
44.25251,38.83211,2005,10,08,              4.06,    6.97,   16.71,  101.18,    0.40,    7.51
44.25251,38.83211,2005,10,09,              4.12,    6.44,   16.32,  101.01,    0.00,    6.60
44.25251,38.83211,2005,10,10,              3.98,    5.21,   15.74,  101.01,    0.00,    6.73
44.25251,38.83211,2005,10,11,              3.23,    3.83,   16.65,  100.73,    0.03,    7.77
44.25251,38.83211,2005,10,12,              3.23,    3.81,   17.52,  100.41,    0.25,    9.51
44.25251,38.83211,2005,10,13,              3.09,    3.50,   17.35,  100.97,    0.22,    8.96
44.25251,38.83211,2005,10,14,              1.34,    4.47,   17.16,  100.59,    4.76,   10.52
44.25251,38.83211,2005,10,15,              2.58,    2.39,   16.71,  100.24,   30.34,   10.05
44.25251,38.83211,2005,10,16,              1.28,    3.46,   15.02,   99.65,    8.41,    8.70
44.25251,38.83211,2005,10,17,              1.79,    5.22,   14.78,   99.46,   14.05,    8.07
44.25251,38.83211,2005,10,18,              2.01,    4.79,   14.04,  100.28,    3.48,    6.35
44.25251,38.83211,2005,10,19,              2.21,    3.75,   13.47,   99.97,    3.19,    6.51
44.25251,38.83211,2005,10,20,              3.62,    6.22,   13.20,   99.89,    0.48,    6.54
44.25251,38.83211,2005,10,21,              3.17,    6.29,   11.96,  100.77,    1.44,    5.66
44.25251,38.83211,2005,10,22,              3.74,    2.67,   12.08,  101.33,    0.01,    5.23
44.25251,38.83211,2005,10,23,              3.42,    5.19,   13.51,  101.24,    0.00,    6.92
44.25251,38.83211,2005,10,24,              3.50,    5.51,   14.70,  100.72,    0.00,    7.60
44.25251,38.83211,2005,10,25,              1.93,    5.12,   14.66,  100.72,    3.42,    8.20
44.25251,38.83211,2005,10,26,              3.50,    4.28,   13.21,  101.06,    0.00,    5.88
44.25251,38.83211,2005,10,27,              1.12,    5.81,   14.42,  100.17,    5.29,    8.57
44.25251,38.83211,2005,10,28,              1.24,    5.30,   12.68,   99.87,   13.36,    6.98
44.25251,38.83211,2005,10,29,              1.06,    7.57,   10.49,  100.72,    3.28,    5.73
44.25251,38.83211,2005,10,30,              1.34,    7.89,   10.57,  100.62,    5.45,    5.53
44.25251,38.83211,2005,10,31,              0.53,    3.60,   12.71,  100.27,    9.92,    7.42
44.25251,38.83211,2005,11,01,              1.29,    2.90,   12.15,  100.71,   39.57,    6.80
44.25251,38.83211,2005,11,02,              1.87,    4.73,   12.14,  100.55,    0.69,    7.03
44.25251,38.83211,2005,11,03,              0.65,    5.16,   12.14,  100.68,   14.41,    7.02
44.25251,38.83211,2005,11,04,              1.77,    5.48,   12.03,  100.51,    0.11,    7.05
44.25251,38.83211,2005,11,05,              2.02,    5.27,   13.07,  100.10,    0.02,    7.44
44.25251,38.83211,2005,11,06,              1.50,    4.12,   12.46,  100.59,    1.50,    7.16
44.25251,38.83211,2005,11,07,              1.79,    3.37,   12.29,  100.85,    2.53,    7.13
44.25251,38.83211,2005,11,08,              2.66,    8.26,   11.46,  100.92,    0.02,    6.07
44.25251,38.83211,2005,11,09,              2.80,    6.92,   11.18,  101.33,    0.01,    5.79
44.25251,38.83211,2005,11,10,              2.63,    4.74,   10.89,  101.36,    0.02,    5.87
44.25251,38.83211,2005,11,11,              2.42,    7.47,    9.94,  101.00,    0.02,    5.14
44.25251,38.83211,2005,11,12,              1.51,    3.67,   10.72,  100.90,    1.49,    5.93
44.25251,38.83211,2005,11,13,              2.37,    4.11,   10.46,  101.20,    0.46,    5.48
44.25251,38.83211,2005,11,14,              2.51,    4.09,    9.82,  101.07,    0.00,    5.12
44.25251,38.83211,2005,11,15,              2.37,    2.76,   10.46,  100.71,    0.01,    6.11
44.25251,38.83211,2005,11,16,              1.19,    3.86,   11.45,  100.31,    7.68,    6.69
44.25251,38.83211,2005,11,17,              1.58,    7.30,   13.23,   99.93,    0.05,    7.78
44.25251,38.83211,2005,11,18,              1.02,    7.17,   13.32,   99.77,    0.13,    7.69
44.25251,38.83211,2005,11,19,              0.46,    6.11,   13.30,   99.91,    1.08,    8.62
44.25251,38.83211,2005,11,20,              0.28,    6.56,   12.99,   99.37,    0.96,    8.33
44.25251,38.83211,2005,11,21,              0.14,    3.94,   10.22,   99.52,   29.23,    6.34
44.25251,38.83211,2005,11,22,              0.73,    6.33,    8.29,  100.95,    7.65,    4.47
44.25251,38.83211,2005,11,23,              2.14,    4.02,    7.19,  101.99,    0.06,    3.80
44.25251,38.83211,2005,11,24,              1.74,    4.43,    7.16,  101.43,    0.02,    3.46
44.25251,38.83211,2005,11,25,              1.25,    6.99,   10.16,  100.33,    0.08,    5.98
44.25251,38.83211,2005,11,26,              1.02,    5.05,   12.03,  100.60,    7.26,    7.89
44.25251,38.83211,2005,11,27,              0.44,    5.59,   12.03,  100.45,    0.27,    8.11
44.25251,38.83211,2005,11,28,              1.96,    6.80,   13.63,  100.07,    0.02,    8.85
44.25251,38.83211,2005,11,29,              0.50,    4.67,   12.32,   99.85,    1.26,    8.50
44.25251,38.83211,2005,11,30,              2.02,    4.01,    9.96,  100.69,    1.97,    6.47
44.25251,38.83211,2005,12,01,              0.86,    4.37,   10.24,  100.50,    0.02,    6.88
44.25251,38.83211,2005,12,02,              0.49,    6.71,   11.90,  100.09,    3.60,    8.11
