LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,PS,T2M,WS50M,ALLSKY_SFC_SW_DWN
44.25301,38.83041,2004,10,14,    0.00,    4.96,  101.39,    9.09,    5.53,              3.94
44.25301,38.83041,2004,10,15,    0.02,    5.85,  100.88,   11.11,    3.04,              3.24
44.25301,38.83041,2004,10,16,    0.38,    7.99,  100.70,   14.20,    2.04,              2.06
44.25301,38.83041,2004,10,17,    0.43,    9.95,  100.51,   16.51,    4.90,              1.51
44.25301,38.83041,2004,10,18,    0.66,   11.33,  100.36,   18.66,    6.10,              2.37
44.25301,38.83041,2004,10,19,    0.41,    9.74,  100.49,   15.78,    2.35,              1.65
44.25301,38.83041,2004,10,20,   21.78,    8.85,   99.89,   14.29,    3.93,              1.03
44.25301,38.83041,2004,10,21,   10.78,    7.62,   99.84,   12.04,    6.63,              1.80
44.25301,38.83041,2004,10,22,    0.31,    5.80,  100.75,    9.23,    5.20,              2.54
44.25301,38.83041,2004,10,23,    0.00,    5.32,  101.17,    9.85,    2.47,              3.52
44.25301,38.83041,2004,10,24,    0.00,    6.46,  100.77,   11.89,    2.97,              3.12
44.25301,38.83041,2004,10,25,    0.00,    8.20,  100.81,   13.90,    3.66,              1.96
44.25301,38.83041,2004,10,26,    0.00,    8.37,  100.88,   15.67,    2.52,              3.48
44.25301,38.83041,2004,10,27,    0.00,    8.84,  100.48,   16.43,    3.51,              3.36
44.25301,38.83041,2004,10,28,    0.01,    9.80,  100.21,   17.53,    3.44,              2.12
44.25301,38.83041,2004,10,29,    0.02,   10.06,  100.20,   17.27,    3.77,              2.82
44.25301,38.83041,2004,10,30,    0.13,   10.55,  100.27,   16.68,    3.07,              1.14
44.25301,38.83041,2004,10,31,    0.04,    9.87,  100.56,   16.14,    1.85,              2.14
44.25301,38.83041,2004,11,01,    0.19,   10.01,  100.59,   15.74,    1.63,              0.91
44.25301,38.83041,2004,11,02,    7.52,   10.19,  100.38,   15.20,    3.14,              0.40
44.25301,38.83041,2004,11,03,   28.90,    6.75,  100.71,   10.32,    8.93,              1.15
44.25301,38.83041,2004,11,04,    1.28,    5.27,  101.15,    7.71,    9.91,              2.96
44.25301,38.83041,2004,11,05,    0.01,    6.26,  101.11,   10.13,    3.96,              2.75
44.25301,38.83041,2004,11,06,    0.00,    5.63,  100.49,   11.20,    2.74,              2.79
44.25301,38.83041,2004,11,07,    0.00,    7.35,  100.11,   13.82,    2.97,              2.79
44.25301,38.83041,2004,11,08,    0.00,    7.52,  100.16,   14.23,    3.01,              2.76
44.25301,38.83041,2004,11,09,    0.01,    7.58,  100.06,   14.19,    3.71,              2.57
44.25301,38.83041,2004,11,10,    0.01,    8.19,  100.07,   14.52,    3.59,              2.53
44.25301,38.83041,2004,11,11,    0.01,    8.05,  100.39,   14.22,    3.11,              2.50
44.25301,38.83041,2004,11,12,    0.02,    8.36,  100.85,   13.62,    1.33,              2.06
44.25301,38.83041,2004,11,13,    0.15,    9.57,  100.77,   14.12,    2.81,              1.54
44.25301,38.83041,2004,11,14,    0.00,    8.98,  100.48,   14.60,    4.34,              2.40
44.25301,38.83041,2004,11,15,    0.53,    8.17,   99.97,   15.15,    6.01,              1.43
44.25301,38.83041,2004,11,16,   36.25,    9.64,   99.28,   14.40,    7.72,              0.06
44.25301,38.83041,2004,11,17,   12.02,    6.23,   99.39,    8.66,    5.80,              0.74
44.25301,38.83041,2004,11,18,    0.08,    4.91,  100.41,    7.68,    5.94,              2.07
44.25301,38.83041,2004,11,19,    0.02,    6.53,   99.91,   11.99,   10.47,              0.92
44.25301,38.83041,2004,11,20,   16.73,    7.23,   99.04,   12.43,   11.08,              0.69
44.25301,38.83041,2004,11,21,   18.87,    4.53,   99.86,    3.91,    5.54,              0.44
44.25301,38.83041,2004,11,22,    0.21,    3.89,  100.17,    1.76,   10.30,              1.48
44.25301,38.83041,2004,11,23,    0.02,    3.39,  100.51,    0.20,    7.76,              1.92
44.25301,38.83041,2004,11,24,    7.50,    4.65,  100.03,    4.17,    6.89,              0.35
44.25301,38.83041,2004,11,25,   25.43,    4.63,   99.83,    3.90,    5.11,              0.34
44.25301,38.83041,2004,11,26,    2.06,    3.61,  100.03,   -0.14,    7.92,              1.32
44.25301,38.83041,2004,11,27,    3.13,    4.22,  100.42,    2.36,    5.17,              0.35
44.25301,38.83041,2004,11,28,   28.11,    5.70,  100.54,    6.87,    5.30,              0.16
44.25301,38.83041,2004,11,29,    9.94,    5.19,  100.99,    5.85,    3.96,              0.37
44.25301,38.83041,2004,11,30,   18.26,    6.58,  100.51,    9.27,    8.59,              0.04
44.25301,38.83041,2004,12,01,    0.79,    4.05,  101.05,    2.61,    6.67,              1.18
44.25301,38.83041,2004,12,02,    0.00,    3.55,  101.47,    3.18,    4.79,              2.25
44.25301,38.83041,2004,12,03,    2.61,    6.38,  100.95,    9.32,   10.17,              0.21
44.25301,38.83041,2004,12,04,    9.59,    7.11,  100.70,    9.77,    8.55,              0.06
44.25301,38.83041,2004,12,05,    2.45,    4.33,  101.40,    4.31,    4.02,              1.42
44.25301,38.83041,2004,12,06,    0.39,    4.89,  101.29,    5.82,    4.96,              0.46
44.25301,38.83041,2004,12,07,    7.10,    5.56,  100.60,    7.40,    7.40,              0.17
44.25301,38.83041,2004,12,08,    4.65,    4.62,  101.30,    4.92,    3.81,              1.48
44.25301,38.83041,2004,12,09,   17.47,    5.17,  100.59,    5.50,    5.91,              0.14
44.25301,38.83041,2004,12,10,   14.24,    4.53,  100.49,    3.86,    4.35,              0.93
44.25301,38.83041,2004,12,11,    2.28,    3.82,  100.60,    1.61,    5.24,              1.21
44.25301,38.83041,2004,12,12,    6.95,    3.77,  100.94,    1.73,    4.94,              0.52
44.25301,38.83041,2004,12,13,   18.03,    4.64,  100.32,    4.34,    6.12,              0.29
44.25301,38.83041,2004,12,14,    1.04,    3.38,  100.52,    0.32,    6.48,              0.79
44.25301,38.83041,2004,12,15,    0.11,    2.66,  101.10,   -2.28,    7.12,              1.43
44.25301,38.83041,2004,12,16,    0.02,    2.72,  101.32,   -2.37,    6.54,              1.60
44.25301,38.83041,2004,12,17,    0.00,    2.81,  101.21,    0.68,    4.11,              1.84
44.25301,38.83041,2004,12,18,    0.00,    4.35,  100.66,    4.78,    8.76,              1.80
44.25301,38.83041,2004,12,19,    0.00,    4.64,   99.86,    5.71,    7.82,              1.80
44.25301,38.83041,2004,12,20,    0.00,    4.71,   99.70,    5.93,    6.43,              1.57
44.25301,38.83041,2004,12,21,    2.42,    5.58,  100.12,    5.92,    5.52,              0.32
44.25301,38.83041,2004,12,22,    3.14,    4.20,  100.55,    2.84,    6.48,              0.85
44.25301,38.83041,2004,12,23,    9.54,    5.07,   99.59,    4.74,    5.17,              0.18
44.25301,38.83041,2004,12,24,    4.60,    4.17,  100.08,    3.71,    3.04,              0.68
44.25301,38.83041,2004,12,25,    0.18,    4.56,  100.62,    4.79,    2.72,              1.85
44.25301,38.83041,2004,12,26,    0.00,    4.64,  101.30,    6.10,    1.86,              1.84
44.25301,38.83041,2004,12,27,    0.00,    5.87,  101.26,    6.86,    5.54,              1.01
44.25301,38.83041,2004,12,28,    0.00,    6.12,  100.91,    8.29,    6.67,              0.69
44.25301,38.83041,2004,12,29,    0.35,    6.30,  100.11,    9.60,    7.67,              0.47
44.25301,38.83041,2004,12,30,    0.02,    7.01,  100.21,    9.85,    6.63,              0.72
44.25301,38.83041,2004,12,31,    0.23,    6.31,  100.92,    8.08,    3.08,              0.59
44.25301,38.83041,2005,01,01,    0.25,    5.53,  100.60,    6.29,    3.33,              0.98
44.25301,38.83041,2005,01,02,    1.78,    5.11,   99.87,    5.01,    3.10,              0.62
44.25301,38.83041,2005,01,03,    0.81,    4.24,  100.11,    3.36,    4.08,              0.96
44.25301,38.83041,2005,01,04,   23.25,    4.68,  100.32,    3.82,    3.25,              0.65
44.25301,38.83041,2005,01,05,    9.41,    3.85,  100.29,    3.15,    2.81,              1.47
44.25301,38.83041,2005,01,06,    5.68,    4.36,  100.54,    4.01,    4.36,              0.58
44.25301,38.83041,2005,01,07,    1.36,    3.68,  101.06,    3.89,    2.03,              1.45
44.25301,38.83041,2005,01,08,    0.60,    4.50,  101.42,    5.00,    4.29,              0.97
44.25301,38.83041,2005,01,09,    0.09,    5.43,  101.28,    6.82,    7.53,              1.62
44.25301,38.83041,2005,01,10,    1.46,    5.14,  100.79,    6.56,    7.55,              1.24
44.25301,38.83041,2005,01,11,    2.65,    5.21,  101.03,    5.55,    5.56,              0.48
44.25301,38.83041,2005,01,12,    1.00,    6.18,  101.09,    7.86,    3.77,              0.57
44.25301,38.83041,2005,01,13,    0.03,    5.25,  101.10,    6.71,    1.20,              1.74
44.25301,38.83041,2005,01,14,    0.00,    5.36,  100.47,    7.72,    3.38,              2.11
44.25301,38.83041,2005,01,15,    0.13,    5.52,  100.26,    6.05,    2.84,              0.93
44.25301,38.83041,2005,01,16,    0.14,    5.01,  100.52,    6.05,    3.81,              1.70
44.25301,38.83041,2005,01,17,    0.04,    4.80,  100.68,    5.21,    5.89,              1.81
44.25301,38.83041,2005,01,18,    0.01,    4.57,  100.20,    5.24,    3.80,              1.90
44.25301,38.83041,2005,01,19,    0.00,    4.48,   99.79,    5.11,    2.39,              1.73
44.25301,38.83041,2005,01,20,    2.76,    5.38,  100.26,    6.62,    4.50,              1.39
44.25301,38.83041,2005,01,21,    0.14,    5.40,  100.00,    7.76,   11.10,              1.61
44.25301,38.83041,2005,01,22,    0.15,    5.56,   99.18,    8.58,    9.86,              0.97
44.25301,38.83041,2005,01,23,   17.88,    5.17,   98.89,    4.85,    5.35,              0.33
44.25301,38.83041,2005,01,24,    8.09,    3.73,   99.80,    1.75,    6.49,              1.74
44.25301,38.83041,2005,01,25,    0.25,    3.66,  100.54,    3.57,    5.21,              1.14
44.25301,38.83041,2005,01,26,    0.39,    5.07,  100.33,    5.88,    7.15,              2.00
44.25301,38.83041,2005,01,27,    0.00,    5.75,   99.90,    8.02,    9.23,              1.85
44.25301,38.83041,2005,01,28,    0.28,    6.36,  100.09,    8.87,    7.72,              0.60
44.25301,38.83041,2005,01,29,    3.18,    6.43,   99.51,    9.31,   10.22,              0.82
44.25301,38.83041,2005,01,30,    2.81,    6.49,   99.22,    9.03,    9.41,              0.55
44.25301,38.83041,2005,01,31,   11.33,    4.70,   99.64,    4.88,    7.09,              0.75
44.25301,38.83041,2005,02,01,    0.46,    3.90,   99.62,    2.43,    4.55,              1.32
44.25301,38.83041,2005,02,02,    0.57,    3.79,  100.12,    3.52,    2.38,              1.97
44.25301,38.83041,2005,02,03,    0.13,    4.02,  100.33,    4.45,    3.37,              2.67
44.25301,38.83041,2005,02,04,    0.01,    3.51,   99.91,    1.24,    8.89,              3.07
44.25301,38.83041,2005,02,05,    0.03,    3.16,   99.99,   -0.14,    9.92,              2.86
44.25301,38.83041,2005,02,06,    0.23,    2.96,  100.48,   -1.36,    9.14,              2.17
44.25301,38.83041,2005,02,07,    0.02,    2.49,  100.88,   -3.01,   12.81,              3.23
44.25301,38.83041,2005,02,08,    1.27,    2.49,  100.99,   -3.44,   11.74,              2.50
44.25301,38.83041,2005,02,09,    0.00,    2.70,  101.25,   -2.33,    9.33,              3.17
44.25301,38.83041,2005,02,10,    0.36,    2.86,  101.24,   -2.18,    6.22,              2.68
44.25301,38.83041,2005,02,11,    2.59,    2.90,  101.08,   -1.62,    2.48,              1.61
44.25301,38.83041,2005,02,12,    4.98,    2.99,  100.84,   -0.34,    3.03,              2.84
44.25301,38.83041,2005,02,13,    1.50,    3.83,  100.31,    3.21,    8.41,              1.74
44.25301,38.83041,2005,02,14,    0.42,    4.11,  100.09,    6.14,   12.64,              1.78
44.25301,38.83041,2005,02,15,    0.01,    5.25,  100.40,    9.16,    6.37,              2.73
44.25301,38.83041,2005,02,16,    0.01,    5.49,  100.26,    8.48,    8.66,              2.45
44.25301,38.83041,2005,02,17,    0.33,    6.02,  100.01,    9.60,    8.39,              1.57
44.25301,38.83041,2005,02,18,    2.11,    6.52,   99.71,    9.00,    6.43,              0.80
44.25301,38.83041,2005,02,19,    6.81,    5.39,   99.69,    5.80,    4.35,              1.98
44.25301,38.83041,2005,02,20,    2.85,    4.85,   99.60,    5.25,    2.42,              1.75
44.25301,38.83041,2005,02,21,   10.34,    4.66,  100.09,    4.49,    2.31,              2.04
44.25301,38.83041,2005,02,22,    1.50,    4.86,  100.77,    6.25,    3.39,              2.82
44.25301,38.83041,2005,02,23,    0.00,    4.64,  100.85,    6.43,    4.89,              4.07
44.25301,38.83041,2005,02,24,    0.09,    4.27,  100.34,    5.58,    4.42,              3.10
44.25301,38.83041,2005,02,25,    2.12,    5.65,  100.14,    6.98,    5.37,              1.33
44.25301,38.83041,2005,02,26,    2.07,    6.41,   99.87,    8.70,    6.47,              2.14
44.25301,38.83041,2005,02,27,    2.93,    6.72,   98.85,    9.07,    9.77,              0.86
44.25301,38.83041,2005,02,28,    9.10,    5.10,   98.74,    5.91,    8.21,              1.77
44.25301,38.83041,2005,03,01,    5.45,    3.11,   99.79,    0.45,    5.17,              1.73
44.25301,38.83041,2005,03,02,    5.96,    3.62,   99.80,    0.78,    9.45,              1.04
44.25301,38.83041,2005,03,03,   36.81,    4.57,   99.26,    2.91,    4.66,              0.95
44.25301,38.83041,2005,03,04,   13.78,    3.85,  100.15,    1.20,    3.94,              1.20
44.25301,38.83041,2005,03,05,    0.30,    3.86,  100.59,    2.43,    4.16,              2.61
44.25301,38.83041,2005,03,06,    0.56,    5.39,   99.47,    6.72,    9.37,              1.16
44.25301,38.83041,2005,03,07,    7.32,    6.57,   99.76,    8.32,    5.31,              3.11
44.25301,38.83041,2005,03,08,   10.32,    6.33,   99.06,    7.72,    3.50,              1.65
44.25301,38.83041,2005,03,09,   23.09,    4.45,   99.34,    3.68,    6.56,              2.25
44.25301,38.83041,2005,03,10,    1.26,    3.51,   99.90,    2.04,    2.85,              3.73
44.25301,38.83041,2005,03,11,    1.18,    3.41,  100.03,    1.22,    4.46,              4.02
44.25301,38.83041,2005,03,12,    0.82,    3.54,  100.31,    1.63,    5.73,              2.58
44.25301,38.83041,2005,03,13,    0.00,    5.03,  100.41,    6.30,    9.62,              4.58
44.25301,38.83041,2005,03,14,    1.58,    5.30,  100.62,    6.40,    5.40,              1.91
44.25301,38.83041,2005,03,15,    0.15,    3.64,  101.15,    4.90,    3.43,              5.10
44.25301,38.83041,2005,03,16,    1.22,    4.03,  101.03,    5.49,    2.64,              3.08
44.25301,38.83041,2005,03,17,    3.32,    4.61,  101.08,    5.14,    5.48,              1.97
44.25301,38.83041,2005,03,18,    5.43,    5.83,  100.06,    7.25,   10.06,              1.38
44.25301,38.83041,2005,03,19,   33.61,    5.88,   99.09,    6.77,    7.43,              0.75
44.25301,38.83041,2005,03,20,    2.55,    2.98,  100.11,    0.19,    6.43,              4.14
44.25301,38.83041,2005,03,21,    3.86,    3.24,  100.66,    0.91,    5.05,              3.04
44.25301,38.83041,2005,03,22,    1.72,    3.35,  100.75,    1.63,    3.83,              4.00
44.25301,38.83041,2005,03,23,    4.96,    3.02,  100.80,    1.10,    4.08,              2.59
44.25301,38.83041,2005,03,24,    7.27,    3.13,  100.71,    0.97,    4.51,              3.18
44.25301,38.83041,2005,03,25,    0.04,    2.83,  101.06,    0.66,    4.58,              4.65
44.25301,38.83041,2005,03,26,    0.04,    3.68,  100.70,    3.54,    6.30,              4.27
44.25301,38.83041,2005,03,27,    0.02,    4.61,  100.25,    7.20,    3.13,              3.94
44.25301,38.83041,2005,03,28,    9.52,    5.96,   99.85,    8.65,    5.23,              2.50
44.25301,38.83041,2005,03,29,   26.00,    5.86,   99.54,    6.44,    6.03,              1.64
44.25301,38.83041,2005,03,30,    3.72,    4.22,  100.23,    3.46,    6.12,              4.19
44.25301,38.83041,2005,03,31,    0.08,    4.23,  100.50,    4.22,    6.53,              3.13
44.25301,38.83041,2005,04,01,    0.86,    3.88,  100.25,    2.62,   11.43,              3.53
44.25301,38.83041,2005,04,02,    0.48,    3.98,  100.36,    3.72,   11.03,              3.72
44.25301,38.83041,2005,04,03,    2.36,    4.08,  100.50,    3.59,    7.46,              2.63
44.25301,38.83041,2005,04,04,    0.02,    3.89,  101.25,    4.44,    6.03,              6.18
44.25301,38.83041,2005,04,05,    0.00,    4.42,  101.80,    7.29,    2.87,              4.99
44.25301,38.83041,2005,04,06,    0.00,    5.07,  101.54,    8.87,    2.43,              5.63
44.25301,38.83041,2005,04,07,    0.00,    5.55,  101.15,    9.82,    1.75,              5.73
44.25301,38.83041,2005,04,08,    0.00,    5.63,  100.53,   11.93,    2.25,              5.27
44.25301,38.83041,2005,04,09,    0.00,    6.20,  100.23,   12.81,    3.47,              4.98
44.25301,38.83041,2005,04,10,    0.00,    6.33,  100.42,   14.19,    1.84,              5.30
44.25301,38.83041,2005,04,11,    0.00,    6.43,  100.59,   14.90,    1.33,              5.71
44.25301,38.83041,2005,04,12,    0.00,    6.84,  100.46,   15.91,    1.54,              5.61
44.25301,38.83041,2005,04,13,    0.01,    7.93,   99.91,   17.21,    4.30,              6.01
44.25301,38.83041,2005,04,14,    0.22,    7.93,   99.42,   13.90,    6.04,              4.77
44.25301,38.83041,2005,04,15,    1.31,    7.61,   99.43,   11.85,    4.10,              3.67
44.25301,38.83041,2005,04,16,    2.75,    7.41,   99.62,   11.33,    5.16,              4.01
44.25301,38.83041,2005,04,17,    2.33,    7.62,   99.58,   11.10,    6.77,              3.42
44.25301,38.83041,2005,04,18,    0.27,    7.92,   99.24,   12.96,    7.79,              3.04
44.25301,38.83041,2005,04,19,   12.79,    8.11,   99.05,   12.08,    8.84,              2.78
44.25301,38.83041,2005,04,20,    8.91,    7.36,   99.87,   10.91,    7.79,              3.89
44.25301,38.83041,2005,04,21,    0.00,    6.98,  100.16,   13.68,    3.96,              6.94
44.25301,38.83041,2005,04,22,    0.12,    7.90,   99.74,   15.34,    4.56,              3.60
44.25301,38.83041,2005,04,23,   13.47,    8.03,  100.02,   12.12,    3.94,              2.78
44.25301,38.83041,2005,04,24,   23.51,    6.11,  100.79,    9.11,    4.71,              4.41
44.25301,38.83041,2005,04,25,    0.01,    6.60,  100.81,   10.74,    5.38,              5.72
44.25301,38.83041,2005,04,26,    0.01,    7.39,  100.38,   12.77,    2.35,              6.75
44.25301,38.83041,2005,04,27,    0.01,    7.63,   99.83,   13.10,    1.87,              6.77
44.25301,38.83041,2005,04,28,    1.39,    7.68,   99.90,   11.48,    3.81,              1.78
44.25301,38.83041,2005,04,29,    6.58,    7.46,   99.76,   11.03,    5.79,              2.66
44.25301,38.83041,2005,04,30,    6.15,    7.49,   99.36,   13.06,    2.88,              3.61
44.25301,38.83041,2005,05,01,    6.90,    6.81,   99.85,   10.63,    6.28,              4.79
44.25301,38.83041,2005,05,02,    0.24,    6.71,  100.07,   11.64,    2.68,              4.20
44.25301,38.83041,2005,05,03,    2.55,    7.05,   99.65,   11.20,    3.67,              3.26
44.25301,38.83041,2005,05,04,    4.60,    7.70,   99.59,   11.75,    4.20,              3.66
44.25301,38.83041,2005,05,05,    2.48,    7.57,   99.66,   13.01,    3.16,              6.81
44.25301,38.83041,2005,05,06,    0.03,    8.03,   99.57,   13.83,    4.07,              3.37
44.25301,38.83041,2005,05,07,    0.38,    8.67,   99.48,   15.50,    5.89,              5.04
44.25301,38.83041,2005,05,08,    0.19,    9.57,   99.22,   16.74,    5.78,              5.86
44.25301,38.83041,2005,05,09,    5.98,    8.13,  100.11,   13.07,    3.96,              4.23
44.25301,38.83041,2005,05,10,    0.00,    7.66,  100.53,   14.78,    2.38,              7.68
44.25301,38.83041,2005,05,11,    0.00,    8.72,  100.36,   17.14,    3.58,              7.72
44.25301,38.83041,2005,05,12,    0.02,   10.10,  100.12,   17.38,    3.00,              5.79
44.25301,38.83041,2005,05,13,   12.83,    9.67,  100.31,   15.81,    3.52,              1.26
44.25301,38.83041,2005,05,14,    4.61,    7.78,  100.64,   14.39,    6.16,              5.46
44.25301,38.83041,2005,05,15,    0.00,    7.35,  100.68,   14.45,    5.74,              7.81
44.25301,38.83041,2005,05,16,    0.00,    8.20,  100.44,   15.29,    4.71,              7.08
44.25301,38.83041,2005,05,17,    0.01,    8.94,  100.56,   16.02,    2.99,              7.00
44.25301,38.83041,2005,05,18,    0.00,    9.73,  100.59,   17.53,    3.04,              7.87
44.25301,38.83041,2005,05,19,    0.01,   10.49,  100.15,   18.71,    2.46,              8.17
44.25301,38.83041,2005,05,20,    0.00,   11.26,   99.99,   20.57,    2.65,              7.46
44.25301,38.83041,2005,05,21,    0.05,   11.99,   99.88,   22.12,    2.52,              7.43
44.25301,38.83041,2005,05,22,    0.02,   12.61,   99.74,   22.63,    3.05,              6.66
44.25301,38.83041,2005,05,23,    0.24,   12.78,   99.82,   21.68,    2.45,              7.06
44.25301,38.83041,2005,05,24,    0.14,   12.60,   99.82,   20.63,    2.91,              4.71
44.25301,38.83041,2005,05,25,    8.01,   12.43,   99.67,   19.74,    2.10,              4.59
44.25301,38.83041,2005,05,26,    1.76,   11.80,   99.83,   19.12,    1.06,              5.17
44.25301,38.83041,2005,05,27,    2.08,   11.95,  100.06,   19.80,    0.95,              4.49
44.25301,38.83041,2005,05,28,    0.32,   12.69,  100.04,   20.88,    3.37,              7.06
44.25301,38.83041,2005,05,29,    0.64,   13.57,   99.85,   22.17,    4.68,              7.23
44.25301,38.83041,2005,05,30,    0.16,   13.50,   99.88,   21.94,    2.67,              7.81
44.25301,38.83041,2005,05,31,    0.32,   13.65,   99.68,   21.87,    2.17,              6.45
44.25301,38.83041,2005,06,01,    0.44,   13.25,   99.33,   21.27,    1.98,              6.72
44.25301,38.83041,2005,06,02,   11.64,   12.33,   99.44,   18.82,    5.66,              2.96
44.25301,38.83041,2005,06,03,    0.03,    8.40,  100.36,   17.00,    4.17,              6.69
44.25301,38.83041,2005,06,04,    0.01,    7.90,  100.52,   16.89,    5.00,              8.04
44.25301,38.83041,2005,06,05,    0.00,    9.34,  100.36,   17.77,    5.13,              7.98
44.25301,38.83041,2005,06,06,    0.05,   10.28,  100.08,   17.57,    4.60,              6.85
44.25301,38.83041,2005,06,07,    0.03,   10.42,  100.34,   18.78,    2.44,              6.66
44.25301,38.83041,2005,06,08,    0.00,   10.15,  100.19,   20.54,    2.08,              8.49
44.25301,38.83041,2005,06,09,    0.00,   12.23,   99.77,   22.23,    3.62,              8.60
44.25301,38.83041,2005,06,10,    0.00,   13.22,   99.55,   21.29,    3.54,              8.34
44.25301,38.83041,2005,06,11,    0.14,   12.97,   99.36,   20.69,    3.00,              5.84
44.25301,38.83041,2005,06,12,    0.54,   10.34,   99.99,   18.70,    5.48,              7.30
44.25301,38.83041,2005,06,13,    0.00,    9.33,  100.14,   19.39,    4.20,              8.00
44.25301,38.83041,2005,06,14,    0.00,   10.63,  100.07,   20.39,    4.29,              8.08
44.25301,38.83041,2005,06,15,    0.09,   11.44,  100.02,   21.11,    3.07,              5.87
44.25301,38.83041,2005,06,16,   10.24,   11.80,   99.98,   20.13,    3.38,              6.38
44.25301,38.83041,2005,06,17,   19.04,   12.20,  100.22,   19.52,    4.43,              6.39
44.25301,38.83041,2005,06,18,    0.08,   11.66,  100.06,   20.10,    4.26,              7.39
44.25301,38.83041,2005,06,19,   14.34,   11.86,   99.17,   19.51,    7.92,              3.01
44.25301,38.83041,2005,06,20,    8.41,   10.93,   99.17,   18.55,    5.57,              6.01
44.25301,38.83041,2005,06,21,   13.16,   10.25,   99.36,   17.48,    5.13,              4.47
44.25301,38.83041,2005,06,22,    4.48,    8.71,   99.74,   17.14,    5.66,              5.99
44.25301,38.83041,2005,06,23,   12.83,    9.80,  100.37,   17.68,    4.90,              6.85
44.25301,38.83041,2005,06,24,    0.01,   10.03,  100.22,   19.43,    3.98,              8.03
44.25301,38.83041,2005,06,25,    0.00,   10.43,  100.06,   19.75,    4.81,              7.75
44.25301,38.83041,2005,06,26,    0.00,   10.63,  100.01,   20.73,    4.33,              8.10
44.25301,38.83041,2005,06,27,    0.01,   11.60,   99.87,   20.78,    3.47,              7.26
44.25301,38.83041,2005,06,28,    0.75,   12.04,   99.65,   20.00,    3.59,              5.58
44.25301,38.83041,2005,06,29,    0.00,   10.74,   99.54,   20.13,    2.69,              7.28
44.25301,38.83041,2005,06,30,    0.00,   10.50,   99.64,   20.67,    3.52,              8.47
44.25301,38.83041,2005,07,01,    0.00,   10.55,   99.66,   21.12,    2.25,              8.16
44.25301,38.83041,2005,07,02,    0.00,   12.61,   99.56,   23.04,    2.67,              7.87
44.25301,38.83041,2005,07,03,    0.04,   14.62,   99.13,   24.38,    2.87,              8.17
44.25301,38.83041,2005,07,04,    0.01,   14.42,   98.67,   26.17,    2.08,              8.52
44.25301,38.83041,2005,07,05,    8.52,   15.40,   98.66,   23.58,    3.76,              2.39
44.25301,38.83041,2005,07,06,    1.78,   12.10,   99.36,   20.98,    4.88,              6.38
44.25301,38.83041,2005,07,07,    0.04,   11.51,   99.87,   21.38,    3.39,              8.13
44.25301,38.83041,2005,07,08,    0.01,   11.83,  100.00,   23.06,    3.14,              8.27
44.25301,38.83041,2005,07,09,    0.00,   12.51,  100.06,   24.33,    4.60,              8.47
44.25301,38.83041,2005,07,10,    0.00,   12.68,   99.99,   24.52,    3.91,              8.18
44.25301,38.83041,2005,07,11,    0.05,   13.48,  100.06,   24.80,    3.54,              7.28
44.25301,38.83041,2005,07,12,    0.06,   12.59,  100.08,   24.21,    5.76,              8.11
44.25301,38.83041,2005,07,13,    0.00,   12.21,   99.57,   24.24,    4.24,              8.36
44.25301,38.83041,2005,07,14,    0.12,   12.30,   99.32,   24.73,    3.09,              7.68
44.25301,38.83041,2005,07,15,    0.21,   13.29,   99.36,   25.08,    2.50,              6.40
44.25301,38.83041,2005,07,16,    6.59,   14.62,   99.21,   23.59,    2.65,              0.78
44.25301,38.83041,2005,07,17,   23.40,   13.96,   99.56,   21.56,    4.98,              3.63
44.25301,38.83041,2005,07,18,    0.79,   13.87,   99.88,   23.12,    3.79,              6.88
44.25301,38.83041,2005,07,19,    1.65,   13.93,  100.19,   22.69,    3.04,              6.38
44.25301,38.83041,2005,07,20,    0.00,   13.45,  100.07,   23.88,    2.30,              6.83
44.25301,38.83041,2005,07,21,    0.02,   13.67,   99.72,   23.57,    2.75,              6.49
44.25301,38.83041,2005,07,22,    0.00,   13.17,   99.55,   24.33,    3.20,              7.52
44.25301,38.83041,2005,07,23,    0.00,   12.82,   99.47,   25.91,    4.98,              7.38
44.25301,38.83041,2005,07,24,    0.47,   14.86,   99.32,   26.19,    3.28,              5.93
44.25301,38.83041,2005,07,25,    6.13,   16.34,   99.40,   24.33,    4.57,              5.44
44.25301,38.83041,2005,07,26,    0.60,   13.75,   99.84,   23.73,    3.77,              7.16
44.25301,38.83041,2005,07,27,    0.00,   12.89,  100.11,   24.77,    4.33,              7.63
44.25301,38.83041,2005,07,28,    0.00,   13.37,   99.99,   26.44,    6.83,              7.92
44.25301,38.83041,2005,07,29,    0.00,   13.32,   99.80,   27.03,    6.32,              7.65
44.25301,38.83041,2005,07,30,    0.00,   12.78,   99.60,   27.03,    5.86,              7.96
44.25301,38.83041,2005,07,31,    0.00,   12.41,   99.36,   27.18,    5.74,              7.93
44.25301,38.83041,2005,08,01,    0.01,   13.33,   99.25,   26.81,    4.82,              6.38
44.25301,38.83041,2005,08,02,    0.08,   11.81,   99.25,   26.36,    6.15,              6.52
44.25301,38.83041,2005,08,03,    0.56,   12.23,   99.46,   26.76,    5.66,              5.96
44.25301,38.83041,2005,08,04,    1.55,   13.96,   99.41,   26.64,    3.41,              4.65
44.25301,38.83041,2005,08,05,    0.63,   15.07,   99.33,   26.54,    2.22,              5.81
